"typeResult","idGame","slugTeam","idTeam","teamName","cityTeam","minExact","ptsOffTOV","ptsSecondChance","ptsFastBreak","ptsPaint","ptsOffTOVOpponent","ptsSecondChanceOpponent","ptsFastBreakOpponent","ptsPaintOpponent","blk","blka","pf","pfd"
"team",22200399,"PHI",1610612755,"76ers","Philadelphia",240,19,5,19,56,18,27,22,50,6,3,24,24
"team",22200399,"CHA",1610612766,"Hornets","Charlotte",240,18,27,22,50,19,5,19,56,3,6,24,24
"team",22200403,"WAS",1610612764,"Wizards","Washington",240,10,6,10,40,21,10,20,48,2,7,16,20
"team",22200403,"BKN",1610612751,"Nets","Brooklyn",240,21,10,20,48,10,6,10,40,7,2,20,16
"team",22200408,"LAC",1610612746,"Clippers","LA",240,12,16,14,46,8,9,1,46,2,6,26,17
"team",22200408,"BOS",1610612738,"Celtics","Boston",240,8,9,1,46,12,16,14,46,6,2,17,26
"team",22200407,"POR",1610612757,"Trail Blazers","Portland",240,9,12,24,48,21,4,17,60,4,2,21,19
"team",22200407,"MIN",1610612750,"Timberwolves","Minnesota",240,21,4,17,60,9,12,24,48,2,4,19,21
"team",22200405,"OKC",1610612760,"Thunder","Oklahoma City",240,20,13,17,52,14,24,9,32,1,3,22,19
"team",22200405,"DAL",1610612742,"Mavericks","Dallas",240,14,24,9,32,20,13,17,52,3,1,19,22
"team",22200406,"SAS",1610612759,"Spurs","San Antonio",240,18,21,6,52,21,14,10,58,2,7,19,13
"team",22200406,"CLE",1610612739,"Cavaliers","Cleveland",240,21,14,10,58,18,21,6,52,7,2,13,19
"team",22200404,"MEM",1610612763,"Grizzlies","Memphis",240,27,17,19,72,18,17,10,42,12,1,17,17
"team",22200404,"ATL",1610612737,"Hawks","Atlanta",240,18,17,10,42,27,17,19,72,1,12,17,17
"team",22200402,"MIA",1610612748,"Heat","Miami",240,19,8,6,38,10,14,12,28,2,11,17,18
"team",22200402,"IND",1610612754,"Pacers","Indiana",240,10,14,12,28,19,8,6,38,11,2,18,17
"team",22200410,"MIL",1610612749,"Bucks","Milwaukee",240,20,12,16,48,19,10,7,30,5,2,18,22
"team",22200410,"GSW",1610612744,"Warriors","Golden State",240,19,10,7,30,20,12,16,48,2,5,22,18
"team",22200412,"UTA",1610612762,"Jazz","Utah",240,26,22,12,64,22,22,10,60,10,3,23,17
"team",22200412,"NOP",1610612740,"Pelicans","New Orleans",240,22,22,10,60,26,22,12,64,3,10,17,23
"team",22200413,"LAL",1610612747,"Lakers","Los Angeles",265,23,8,26,68,25,13,16,46,9,2,17,22
"team",22200413,"BOS",1610612738,"Celtics","Boston",265,25,13,16,46,23,8,26,68,2,9,22,17
"team",22200411,"PHX",1610612756,"Suns","Phoenix",240,26,14,21,30,13,20,21,40,7,9,24,21
"team",22200411,"HOU",1610612745,"Rockets","Houston",240,13,20,21,40,26,14,21,30,9,7,21,24
"team",22200409,"SAC",1610612758,"Kings","Sacramento",240,7,26,21,52,25,7,23,44,4,4,22,21
"team",22200409,"PHI",1610612755,"76ers","Philadelphia",240,25,7,23,44,7,26,21,52,4,4,21,22
"team",22200421,"DAL",1610612742,"Mavericks","Dallas",240,10,6,0,26,19,8,7,52,3,2,15,20
"team",22200421,"CLE",1610612739,"Cavaliers","Cleveland",240,19,8,7,52,10,6,0,26,2,3,20,15
"team",22200423,"MIN",1610612750,"Timberwolves","Minnesota",240,17,6,14,50,14,13,8,36,4,2,20,21
"team",22200423,"LAC",1610612746,"Clippers","LA",240,14,13,8,36,17,6,14,50,2,4,21,20
"team",22200417,"TOR",1610612761,"Raptors","Toronto",240,17,14,16,68,12,17,31,50,7,3,18,16
"team",22200417,"SAC",1610612758,"Kings","Sacramento",240,12,17,31,50,17,14,16,68,3,7,16,18
"team",22200414,"DET",1610612765,"Pistons","Detroit",265,4,20,12,52,22,21,17,54,8,6,29,29
"team",22200414,"CHA",1610612766,"Hornets","Charlotte",265,22,21,17,54,4,20,12,52,6,8,29,29
"team",22200422,"WAS",1610612764,"Wizards","Washington",240,25,14,11,48,17,13,29,98,5,7,28,17
"team",22200422,"DEN",1610612743,"Nuggets","Denver",240,17,13,29,98,25,14,11,48,7,5,17,28
"team",22200415,"IND",1610612754,"Pacers","Indiana",240,33,3,20,50,26,18,13,46,8,4,25,20
"team",22200415,"GSW",1610612744,"Warriors","Golden State",240,26,18,13,46,33,3,20,50,4,8,20,25
"team",22200420,"SAS",1610612759,"Spurs","San Antonio",240,23,18,18,56,14,16,13,56,3,3,16,20
"team",22200420,"POR",1610612757,"Trail Blazers","Portland",240,14,16,13,56,23,18,18,56,3,3,20,16
"team",22200416,"ORL",1610612753,"Magic","Orlando",240,19,19,19,50,11,21,4,56,6,6,22,21
"team",22200416,"ATL",1610612737,"Hawks","Atlanta",240,11,21,4,56,19,19,19,50,6,6,21,22
"team",22200419,"OKC",1610612760,"Thunder","Oklahoma City",240,19,10,19,60,23,9,4,20,4,1,16,21
"team",22200419,"MIA",1610612748,"Heat","Miami",240,23,9,4,20,19,10,19,60,1,4,21,16
"team",22200418,"NYK",1610612752,"Knicks","New York",265,16,20,14,42,19,9,16,58,5,7,25,18
"team",22200418,"CHI",1610612741,"Bulls","Chicago",265,19,9,16,58,16,20,14,42,7,5,18,25
"team",22200427,"PHX",1610612756,"Suns","Phoenix",240,21,27,15,46,9,16,5,38,8,3,18,18
"team",22200427,"LAC",1610612746,"Clippers","LA",240,9,16,5,38,21,27,15,46,3,8,18,18
"team",22200426,"UTA",1610612762,"Jazz","Utah",265,33,26,7,40,15,25,13,52,6,6,25,30
"team",22200426,"NOP",1610612740,"Pelicans","New Orleans",265,15,25,13,52,33,26,7,40,6,6,30,25
"team",22200424,"MIA",1610612748,"Heat","Miami",240,18,23,6,36,23,22,16,58,6,4,19,19
"team",22200424,"HOU",1610612745,"Rockets","Houston",240,23,22,16,58,18,23,6,36,4,6,19,19
"team",22200425,"MIL",1610612749,"Bucks","Milwaukee",240,8,13,14,38,11,15,27,86,1,7,18,19
"team",22200425,"MEM",1610612763,"Grizzlies","Memphis",240,11,15,27,86,8,13,14,38,7,1,19,18
"team",22200434,"NYK",1610612752,"Knicks","New York",240,24,14,21,40,10,0,11,36,2,2,13,25
"team",22200434,"CHI",1610612741,"Bulls","Chicago",240,10,0,11,36,24,14,21,40,2,2,25,13
"team",22200429,"SAC",1610612758,"Kings","Sacramento",240,16,6,18,50,18,17,6,54,1,1,25,26
"team",22200429,"DET",1610612765,"Pistons","Detroit",240,18,17,6,54,16,6,18,50,1,1,26,25
"team",22200431,"IND",1610612754,"Pacers","Indiana",240,14,4,20,62,16,7,9,44,4,2,22,15
"team",22200431,"CLE",1610612739,"Cavaliers","Cleveland",240,16,7,9,44,14,4,20,62,2,4,15,22
"team",22200436,"POR",1610612757,"Trail Blazers","Portland",240,12,14,13,44,17,5,18,42,2,5,22,19
"team",22200436,"DAL",1610612742,"Mavericks","Dallas",240,17,5,18,42,12,14,13,44,5,2,19,22
"team",22200428,"CHA",1610612766,"Hornets","Charlotte",240,20,21,11,46,22,8,13,34,5,5,25,22
"team",22200428,"ATL",1610612737,"Hawks","Atlanta",240,22,8,13,34,20,21,11,46,5,5,22,25
"team",22200435,"OKC",1610612760,"Thunder","Oklahoma City",240,25,18,12,58,29,16,8,54,4,6,21,18
"team",22200435,"MIN",1610612750,"Timberwolves","Minnesota",240,29,16,8,54,25,18,12,58,6,4,18,21
"team",22200430,"ORL",1610612753,"Magic","Orlando",240,15,20,9,48,23,20,6,46,1,12,26,21
"team",22200430,"BOS",1610612738,"Celtics","Boston",240,23,20,6,46,15,20,9,48,12,1,21,26
"team",22200437,"LAL",1610612747,"Lakers","Los Angeles",240,28,18,28,64,22,6,20,56,4,4,21,17
"team",22200437,"DEN",1610612743,"Nuggets","Denver",240,22,6,20,56,28,18,28,64,4,4,17,21
"team",22200432,"PHI",1610612755,"76ers","Philadelphia",240,16,13,17,38,14,13,15,36,5,6,13,21
"team",22200432,"GSW",1610612744,"Warriors","Golden State",240,14,13,15,36,16,13,17,38,6,5,21,13
"team",22200433,"TOR",1610612761,"Raptors","Toronto",240,21,16,11,56,10,10,19,50,1,6,19,25
"team",22200433,"BKN",1610612751,"Nets","Brooklyn",240,10,10,19,50,21,16,11,56,6,1,25,19
"team",22200438,"WAS",1610612764,"Wizards","Washington",240,15,6,27,54,21,17,14,40,2,5,21,16
"team",22200438,"LAC",1610612746,"Clippers","LA",240,21,17,14,40,15,6,27,54,5,2,16,21
"team",22200441,"POR",1610612757,"Trail Blazers","Portland",240,17,13,11,52,14,29,8,64,4,6,20,18
"team",22200441,"HOU",1610612745,"Rockets","Houston",240,14,29,8,64,17,13,11,52,6,4,18,20
"team",22200439,"SAS",1610612759,"Spurs","San Antonio",240,15,7,19,42,15,12,9,50,3,3,19,27
"team",22200439,"MIA",1610612748,"Heat","Miami",240,15,12,9,50,15,7,19,42,3,3,27,19
"team",22200440,"DAL",1610612742,"Mavericks","Dallas",265,12,5,4,34,8,17,13,58,6,5,20,24
"team",22200440,"CLE",1610612739,"Cavaliers","Cleveland",265,8,17,13,58,12,5,4,34,5,6,24,20
"team",22200443,"OKC",1610612760,"Thunder","Oklahoma City",240,12,13,4,34,10,15,8,38,0,5,25,20
"team",22200443,"MEM",1610612763,"Grizzlies","Memphis",240,10,15,8,38,12,13,4,34,5,0,20,25
"team",22200442,"UTA",1610612762,"Jazz","Utah",240,9,14,2,38,22,21,9,50,2,3,13,12
"team",22200442,"MIL",1610612749,"Bucks","Milwaukee",240,22,21,9,50,9,14,2,38,3,2,12,13
"team",22200444,"PHX",1610612756,"Suns","Phoenix",240,27,17,7,34,7,6,6,48,3,5,13,27
"team",22200444,"NOP",1610612740,"Pelicans","New Orleans",240,7,6,6,48,27,17,7,34,5,3,27,13
"team",22200450,"DEN",1610612743,"Nuggets","Denver",240,7,14,20,60,18,10,18,54,3,7,17,26
"team",22200450,"CHA",1610612766,"Hornets","Charlotte",240,18,10,18,54,7,14,20,60,7,3,26,17
"team",22200445,"ORL",1610612753,"Magic","Orlando",240,13,9,9,32,8,12,20,34,3,7,18,17
"team",22200445,"BOS",1610612738,"Celtics","Boston",240,8,12,20,34,13,9,9,32,7,3,17,18
"team",22200451,"WAS",1610612764,"Wizards","Washington",240,9,14,14,58,10,10,21,66,6,5,20,18
"team",22200451,"LAL",1610612747,"Lakers","Los Angeles",240,10,10,21,66,9,14,14,58,5,6,18,20
"team",22200447,"DET",1610612765,"Pistons","Detroit",240,19,13,16,56,11,11,13,46,2,8,19,24
"team",22200447,"BKN",1610612751,"Nets","Brooklyn",240,11,11,13,46,19,13,16,56,8,2,24,19
"team",22200448,"TOR",1610612761,"Raptors","Toronto",240,23,18,5,52,21,24,18,44,2,2,22,21
"team",22200448,"GSW",1610612744,"Warriors","Golden State",240,21,24,18,44,23,18,5,52,2,2,21,22
"team",22200446,"NYK",1610612752,"Knicks","New York",240,9,13,11,52,18,17,23,40,9,3,21,28
"team",22200446,"IND",1610612754,"Pacers","Indiana",240,18,17,23,40,9,13,11,52,3,9,28,21
"team",22200449,"MIN",1610612750,"Timberwolves","Minnesota",240,20,8,13,62,9,9,2,48,5,1,21,16
"team",22200449,"CHI",1610612741,"Bulls","Chicago",240,9,9,2,48,20,8,13,62,1,5,16,21
"team",22200460,"SAC",1610612758,"Kings","Sacramento",240,18,6,14,58,13,24,13,72,2,7,23,25
"team",22200460,"CHA",1610612766,"Hornets","Charlotte",240,13,24,13,72,18,6,14,58,7,2,25,23
"team",22200459,"PHX",1610612756,"Suns","Phoenix",240,22,20,3,40,7,11,14,34,5,5,16,16
"team",22200459,"LAL",1610612747,"Lakers","Los Angeles",240,7,11,14,34,22,20,3,40,5,5,16,16
"team",22200457,"NOP",1610612740,"Pelicans","New Orleans",240,22,19,7,42,18,8,17,54,0,6,20,21
"team",22200457,"MIL",1610612749,"Bucks","Milwaukee",240,18,8,17,54,22,19,7,42,6,0,21,20
"team",22200458,"POR",1610612757,"Trail Blazers","Portland",240,15,20,9,52,17,13,14,56,2,5,28,21
"team",22200458,"OKC",1610612760,"Thunder","Oklahoma City",240,17,13,14,56,15,20,9,52,5,2,21,28
"team",22200456,"MIN",1610612750,"Timberwolves","Minnesota",240,22,16,12,58,20,8,7,18,4,5,24,23
"team",22200456,"DAL",1610612742,"Mavericks","Dallas",240,20,8,7,18,22,16,12,58,5,4,23,24
"team",22200452,"UTA",1610612762,"Jazz","Utah",240,15,24,2,46,20,4,29,50,2,4,22,20
"team",22200452,"CLE",1610612739,"Cavaliers","Cleveland",240,20,4,29,50,15,24,2,46,4,2,20,22
"team",22200454,"ORL",1610612753,"Magic","Orlando",240,21,16,20,48,12,12,19,62,8,3,17,18
"team",22200454,"ATL",1610612737,"Hawks","Atlanta",240,12,12,19,62,21,16,20,48,3,8,18,17
"team",22200453,"TOR",1610612761,"Raptors","Toronto",265,21,10,15,40,14,3,16,30,3,1,20,21
"team",22200453,"PHI",1610612755,"76ers","Philadelphia",265,14,3,16,30,21,10,15,40,1,3,21,20
"team",22200455,"SAS",1610612759,"Spurs","San Antonio",240,18,14,26,48,15,15,6,68,6,3,23,16
"team",22200455,"HOU",1610612745,"Rockets","Houston",240,15,15,6,68,18,14,26,48,3,6,16,23
"team",22200463,"NYK",1610612752,"Knicks","New York",240,36,16,13,50,10,6,8,38,1,2,15,22
"team",22200463,"GSW",1610612744,"Warriors","Golden State",240,10,6,8,38,36,16,13,50,2,1,22,15
"team",22200462,"MIA",1610612748,"Heat","Miami",240,18,8,8,40,21,8,2,44,0,0,16,16
"team",22200462,"CHI",1610612741,"Bulls","Chicago",240,21,8,2,44,18,8,8,40,0,0,16,16
"team",22200464,"WAS",1610612764,"Wizards","Washington",240,25,14,16,48,8,18,5,48,4,1,14,23
"team",22200464,"PHX",1610612756,"Suns","Phoenix",240,8,18,5,48,25,14,16,48,1,4,23,14
"team",22200465,"MEM",1610612763,"Grizzlies","Memphis",240,16,3,12,62,14,10,15,50,7,5,21,19
"team",22200465,"DEN",1610612743,"Nuggets","Denver",240,14,10,15,50,16,3,12,62,5,7,19,21
"team",22200461,"UTA",1610612762,"Jazz","Utah",240,18,22,2,48,16,15,10,54,5,1,22,19
"team",22200461,"DET",1610612765,"Pistons","Detroit",240,16,15,10,54,18,22,2,48,1,5,19,22
"team",22200467,"PHI",1610612755,"76ers","Philadelphia",240,36,11,20,56,12,16,9,34,7,1,23,15
"team",22200467,"DET",1610612765,"Pistons","Detroit",240,12,16,9,34,36,11,20,56,1,7,15,23
"team",22200466,"MIL",1610612749,"Bucks","Milwaukee",240,12,14,12,46,22,18,9,54,5,3,23,21
"team",22200466,"CLE",1610612739,"Cavaliers","Cleveland",240,22,18,9,54,12,14,12,46,3,5,21,23
"team",22200470,"GSW",1610612744,"Warriors","Golden State",240,18,11,10,54,36,4,25,44,1,4,14,23
"team",22200470,"BKN",1610612751,"Nets","Brooklyn",240,36,4,25,44,18,11,10,54,4,1,23,14
"team",22200473,"MIN",1610612750,"Timberwolves","Minnesota",240,13,10,9,52,21,4,9,28,4,3,24,12
"team",22200473,"DAL",1610612742,"Mavericks","Dallas",240,21,4,9,28,13,10,9,52,3,4,12,24
"team",22200468,"CHI",1610612741,"Bulls","Chicago",240,14,14,12,44,5,12,9,34,4,7,15,15
"team",22200468,"ATL",1610612737,"Hawks","Atlanta",240,5,12,9,34,14,14,12,44,7,4,15,15
"team",22200472,"ORL",1610612753,"Magic","Orlando",240,21,19,15,50,17,14,12,40,6,4,18,23
"team",22200472,"HOU",1610612745,"Rockets","Houston",240,17,14,12,40,21,19,15,50,4,6,23,18
"team",22200469,"IND",1610612754,"Pacers","Indiana",240,19,16,17,52,16,32,21,50,3,5,22,9
"team",22200469,"BOS",1610612738,"Celtics","Boston",240,16,32,21,50,19,16,17,52,5,3,9,22
"team",22200474,"POR",1610612757,"Trail Blazers","Portland",240,20,14,9,48,14,16,6,52,5,3,22,16
"team",22200474,"OKC",1610612760,"Thunder","Oklahoma City",240,14,16,6,52,20,14,9,48,3,5,16,22
"team",22200475,"SAC",1610612758,"Kings","Sacramento",240,12,18,11,58,16,7,15,50,2,5,23,24
"team",22200475,"LAL",1610612747,"Lakers","Los Angeles",240,16,7,15,50,12,18,11,58,5,2,24,23
"team",22200476,"LAC",1610612746,"Clippers","LA",240,24,5,20,32,33,11,14,54,7,2,22,18
"team",22200476,"CHA",1610612766,"Hornets","Charlotte",240,33,11,14,54,24,5,20,32,2,7,18,22
"team",22200471,"TOR",1610612761,"Raptors","Toronto",240,21,10,17,48,9,10,12,56,4,3,16,19
"team",22200471,"NYK",1610612752,"Knicks","New York",240,9,10,12,56,21,10,17,48,3,4,19,16
"team",22200478,"WAS",1610612764,"Wizards","Washington",240,15,6,25,66,17,13,17,46,2,3,15,16
"team",22200478,"UTA",1610612762,"Jazz","Utah",240,17,13,17,46,15,6,25,66,3,2,16,15
"team",22200477,"SAS",1610612759,"Spurs","San Antonio",240,20,11,17,54,22,18,14,60,2,6,24,24
"team",22200477,"NOP",1610612740,"Pelicans","New Orleans",240,22,18,14,60,20,11,17,54,6,2,24,24
"team",22200479,"SAS",1610612759,"Spurs","San Antonio",240,24,11,11,54,19,13,13,52,6,2,18,15
"team",22200479,"ORL",1610612753,"Magic","Orlando",240,19,13,13,52,24,11,11,54,2,6,15,18
"team",22200482,"MIN",1610612750,"Timberwolves","Minnesota",240,16,15,10,52,26,20,24,58,8,6,18,16
"team",22200482,"BOS",1610612738,"Celtics","Boston",240,26,20,24,58,16,15,10,52,6,8,16,18
"team",22200483,"MIL",1610612749,"Bucks","Milwaukee",240,12,13,13,48,24,11,24,50,1,2,13,18
"team",22200483,"BKN",1610612751,"Nets","Brooklyn",240,24,11,24,50,12,13,13,48,2,1,18,13
"team",22200481,"DET",1610612765,"Pistons","Detroit",240,8,19,4,40,21,9,21,66,3,8,19,20
"team",22200481,"ATL",1610612737,"Hawks","Atlanta",240,21,9,21,66,8,19,4,40,8,3,20,19
"team",22200486,"MIA",1610612748,"Heat","Miami",240,21,7,14,52,10,14,19,36,3,6,13,23
"team",22200486,"IND",1610612754,"Pacers","Indiana",240,10,14,19,36,21,7,14,52,6,3,23,13
"team",22200487,"HOU",1610612745,"Rockets","Houston",240,16,10,8,46,28,11,11,32,3,7,21,21
"team",22200487,"DAL",1610612742,"Mavericks","Dallas",240,28,11,11,32,16,10,8,46,7,3,21,21
"team",22200488,"OKC",1610612760,"Thunder","Oklahoma City",265,17,7,20,66,22,14,9,54,5,4,26,21
"team",22200488,"NOP",1610612740,"Pelicans","New Orleans",265,22,14,9,54,17,7,20,66,4,5,21,26
"team",22200480,"PHI",1610612755,"76ers","Philadelphia",240,14,14,16,58,9,8,10,28,3,9,20,16
"team",22200480,"LAC",1610612746,"Clippers","LA",240,9,8,10,28,14,14,16,58,9,3,16,20
"team",22200489,"POR",1610612757,"Trail Blazers","Portland",240,12,11,13,52,16,11,18,66,3,2,21,19
"team",22200489,"DEN",1610612743,"Nuggets","Denver",240,16,11,18,66,12,11,13,52,2,3,19,21
"team",22200485,"NYK",1610612752,"Knicks","New York",240,6,20,6,48,14,11,9,40,4,4,17,22
"team",22200485,"CHI",1610612741,"Bulls","Chicago",240,14,11,9,40,6,20,6,48,4,4,22,17
"team",22200491,"WAS",1610612764,"Wizards","Washington",240,13,6,24,70,11,12,18,50,4,2,23,20
"team",22200491,"SAC",1610612758,"Kings","Sacramento",240,11,12,18,50,13,6,24,70,2,4,20,23
"team",22200490,"PHX",1610612756,"Suns","Phoenix",240,12,15,4,42,22,22,14,72,5,5,26,22
"team",22200490,"MEM",1610612763,"Grizzlies","Memphis",240,22,22,14,72,12,15,4,42,5,5,22,26
"team",22200492,"LAL",1610612747,"Lakers","Los Angeles",240,11,18,10,50,32,14,29,62,1,5,19,21
"team",22200492,"CHA",1610612766,"Hornets","Charlotte",240,32,14,29,62,11,18,10,50,5,1,21,19
"team",22200484,"TOR",1610612761,"Raptors","Toronto",240,18,18,27,44,19,9,12,46,2,4,20,17
"team",22200484,"CLE",1610612739,"Cavaliers","Cleveland",240,19,9,12,46,18,18,27,44,4,2,17,20
"team",22200496,"MEM",1610612763,"Grizzlies","Memphis",240,18,11,27,50,12,10,8,26,6,5,23,18
"team",22200496,"GSW",1610612744,"Warriors","Golden State",240,12,10,8,26,18,11,27,50,5,6,18,23
"team",22200495,"MIL",1610612749,"Bucks","Milwaukee",240,10,9,13,40,22,6,17,54,1,1,16,18
"team",22200495,"BOS",1610612738,"Celtics","Boston",240,22,6,17,54,10,9,13,40,1,1,18,16
"team",22200494,"LAL",1610612747,"Lakers","Los Angeles",240,13,9,18,42,15,11,4,44,2,3,23,26
"team",22200494,"DAL",1610612742,"Mavericks","Dallas",240,15,11,4,44,13,9,18,42,3,2,26,23
"team",22200497,"PHX",1610612756,"Suns","Phoenix",265,21,19,5,40,14,19,11,52,9,4,30,23
"team",22200497,"DEN",1610612743,"Nuggets","Denver",265,14,19,11,52,21,19,5,40,4,9,23,30
"team",22200493,"PHI",1610612755,"76ers","Philadelphia",240,14,8,6,34,11,21,12,56,2,6,19,19
"team",22200493,"NYK",1610612752,"Knicks","New York",240,11,21,12,56,14,8,6,34,6,2,19,19
"team",22200501,"HOU",1610612745,"Rockets","Houston",240,15,10,16,60,13,8,23,44,5,2,15,19
"team",22200501,"CHI",1610612741,"Bulls","Chicago",240,13,8,23,44,15,10,16,60,2,5,19,15
"team",22200498,"CLE",1610612739,"Cavaliers","Cleveland",240,20,14,17,48,18,10,23,34,3,4,14,25
