"typeResult","idGame","slugTeam","idTeam","pctEFGOpponent","pctTOVOpponent","pctOREBOpponent","teamName","cityTeam","minExact","rateFTA","rateFTAOpponent"
"team",22200397,"SAC",1610612758,0.494,0.165,0.34,"Kings","Sacramento",240,0.422,0.303
"team",22200397,"NYK",1610612752,0.458,0.163,0.236,"Knicks","New York",240,0.303,0.422
"team",22200406,"SAS",1610612759,0.516,0.151,0.404,"Spurs","San Antonio",240,0.165,0.185
"team",22200406,"CLE",1610612739,0.521,0.133,0.377,"Cavaliers","Cleveland",240,0.185,0.165
"team",22200404,"MEM",1610612763,0.413,0.146,0.375,"Grizzlies","Memphis",240,0.217,0.212
"team",22200404,"ATL",1610612737,0.681,0.211,0.4,"Hawks","Atlanta",240,0.212,0.217
"team",22200402,"MIA",1610612748,0.424,0.184,0.273,"Heat","Miami",240,0.217,0.253
"team",22200402,"IND",1610612754,0.44,0.146,0.245,"Pacers","Indiana",240,0.253,0.217
"team",22200405,"OKC",1610612760,0.538,0.137,0.364,"Thunder","Oklahoma City",240,0.239,0.269
"team",22200405,"DAL",1610612742,0.534,0.13,0.239,"Mavericks","Dallas",240,0.269,0.239
"team",22200407,"POR",1610612757,0.548,0.096,0.154,"Trail Blazers","Portland",240,0.236,0.204
"team",22200407,"MIN",1610612750,0.657,0.179,0.289,"Timberwolves","Minnesota",240,0.204,0.236
"team",22200408,"LAC",1610612746,0.493,0.154,0.149,"Clippers","LA",240,0.233,0.342
"team",22200408,"BOS",1610612738,0.544,0.102,0.286,"Celtics","Boston",240,0.342,0.233
"team",22200403,"WAS",1610612764,0.539,0.126,0.174,"Wizards","Washington",240,0.278,0.202
"team",22200403,"BKN",1610612751,0.538,0.195,0.222,"Nets","Brooklyn",240,0.202,0.278
"team",22200409,"SAC",1610612758,0.607,0.116,0.093,"Kings","Sacramento",240,0.217,0.321
"team",22200409,"PHI",1610612755,0.467,0.162,0.291,"76ers","Philadelphia",240,0.321,0.217
"team",22200412,"UTA",1610612762,0.419,0.155,0.328,"Jazz","Utah",240,0.117,0.355
"team",22200412,"NOP",1610612740,0.549,0.198,0.439,"Pelicans","New Orleans",240,0.355,0.117
"team",22200413,"LAL",1610612747,0.534,0.125,0.267,"Lakers","Los Angeles",265,0.323,0.154
"team",22200413,"BOS",1610612738,0.516,0.108,0.192,"Celtics","Boston",265,0.154,0.323
"team",22200410,"MIL",1610612749,0.505,0.165,0.233,"Bucks","Milwaukee",240,0.39,0.2
"team",22200410,"GSW",1610612744,0.622,0.215,0.308,"Warriors","Golden State",240,0.2,0.39
"team",22200411,"PHX",1610612756,0.494,0.226,0.408,"Suns","Phoenix",240,0.184,0.42
"team",22200411,"HOU",1610612745,0.383,0.097,0.296,"Rockets","Houston",240,0.42,0.184
"team",22200417,"TOR",1610612761,0.575,0.145,0.367,"Raptors","Toronto",240,0.287,0.215
"team",22200417,"SAC",1610612758,0.532,0.069,0.24,"Kings","Sacramento",240,0.215,0.287
"team",22200420,"SAS",1610612759,0.716,0.169,0.257,"Spurs","San Antonio",240,0.196,0.21
"team",22200420,"POR",1610612757,0.521,0.107,0.357,"Trail Blazers","Portland",240,0.21,0.196
"team",22200415,"IND",1610612754,0.547,0.217,0.326,"Pacers","Indiana",240,0.287,0.337
"team",22200415,"GSW",1610612744,0.598,0.162,0.178,"Warriors","Golden State",240,0.337,0.287
"team",22200421,"DAL",1610612742,0.577,0.1,0.263,"Mavericks","Dallas",240,0.351,0.244
"team",22200421,"CLE",1610612739,0.48,0.141,0.22,"Cavaliers","Cleveland",240,0.244,0.351
"team",22200414,"DET",1610612765,0.487,0.044,0.319,"Pistons","Detroit",265,0.387,0.254
"team",22200414,"CHA",1610612766,0.613,0.142,0.278,"Hornets","Charlotte",265,0.254,0.387
"team",22200416,"ORL",1610612753,0.568,0.128,0.261,"Magic","Orlando",240,0.323,0.307
"team",22200416,"ATL",1610612737,0.591,0.132,0.367,"Hawks","Atlanta",240,0.307,0.323
"team",22200419,"OKC",1610612760,0.57,0.141,0.216,"Thunder","Oklahoma City",240,0.28,0.174
"team",22200419,"MIA",1610612748,0.555,0.141,0.205,"Heat","Miami",240,0.174,0.28
"team",22200423,"MIN",1610612750,0.461,0.151,0.345,"Timberwolves","Minnesota",240,0.405,0.236
"team",22200423,"LAC",1610612746,0.446,0.175,0.188,"Clippers","LA",240,0.236,0.405
"team",22200418,"NYK",1610612752,0.601,0.117,0.1,"Knicks","New York",265,0.275,0.262
"team",22200418,"CHI",1610612741,0.593,0.171,0.38,"Bulls","Chicago",265,0.262,0.275
"team",22200422,"WAS",1610612764,0.675,0.172,0.3,"Wizards","Washington",240,0.253,0.422
"team",22200422,"DEN",1610612743,0.632,0.126,0.167,"Nuggets","Denver",240,0.422,0.253
"team",22200426,"UTA",1610612762,0.535,0.163,0.375,"Jazz","Utah",265,0.402,0.283
"team",22200426,"NOP",1610612740,0.554,0.141,0.396,"Pelicans","New Orleans",265,0.283,0.402
"team",22200427,"PHX",1610612756,0.444,0.187,0.387,"Suns","Phoenix",240,0.189,0.233
"team",22200427,"LAC",1610612746,0.511,0.093,0.358,"Clippers","LA",240,0.233,0.189
"team",22200425,"MIL",1610612749,0.608,0.075,0.34,"Bucks","Milwaukee",240,0.287,0.225
"team",22200425,"MEM",1610612763,0.441,0.087,0.246,"Grizzlies","Memphis",240,0.225,0.287
"team",22200424,"MIA",1610612748,0.516,0.152,0.412,"Heat","Miami",240,0.261,0.181
"team",22200424,"HOU",1610612745,0.534,0.143,0.327,"Rockets","Houston",240,0.181,0.261
"team",22200430,"ORL",1610612753,0.482,0.136,0.231,"Magic","Orlando",240,0.308,0.405
"team",22200430,"BOS",1610612738,0.511,0.169,0.385,"Celtics","Boston",240,0.405,0.308
"team",22200433,"TOR",1610612761,0.664,0.154,0.188,"Raptors","Toronto",240,0.345,0.303
"team",22200433,"BKN",1610612751,0.542,0.091,0.239,"Nets","Brooklyn",240,0.303,0.345
"team",22200432,"PHI",1610612755,0.505,0.164,0.268,"76ers","Philadelphia",240,0.365,0.138
"team",22200432,"GSW",1610612744,0.547,0.146,0.265,"Warriors","Golden State",240,0.138,0.365
"team",22200437,"LAL",1610612747,0.537,0.184,0.209,"Lakers","Los Angeles",240,0.264,0.346
"team",22200437,"DEN",1610612743,0.593,0.142,0.326,"Nuggets","Denver",240,0.346,0.264
"team",22200435,"OKC",1610612760,0.563,0.155,0.26,"Thunder","Oklahoma City",240,0.239,0.287
"team",22200435,"MIN",1610612750,0.528,0.2,0.327,"Timberwolves","Minnesota",240,0.287,0.239
"team",22200429,"SAC",1610612758,0.518,0.167,0.333,"Kings","Sacramento",240,0.354,0.365
"team",22200429,"DET",1610612765,0.598,0.134,0.214,"Pistons","Detroit",240,0.365,0.354
"team",22200436,"POR",1610612757,0.667,0.127,0.154,"Trail Blazers","Portland",240,0.281,0.321
"team",22200436,"DAL",1610612742,0.511,0.118,0.259,"Mavericks","Dallas",240,0.321,0.281
"team",22200431,"IND",1610612754,0.592,0.106,0.244,"Pacers","Indiana",240,0.238,0.421
"team",22200431,"CLE",1610612739,0.594,0.107,0.184,"Cavaliers","Cleveland",240,0.421,0.238
"team",22200434,"NYK",1610612752,0.545,0.203,0.098,"Knicks","New York",240,0.348,0.104
"team",22200434,"CHI",1610612741,0.495,0.116,0.344,"Bulls","Chicago",240,0.104,0.348
"team",22200428,"CHA",1610612766,0.647,0.14,0.135,"Hornets","Charlotte",240,0.194,0.453
"team",22200428,"ATL",1610612737,0.474,0.125,0.371,"Hawks","Atlanta",240,0.453,0.194
"team",22200444,"PHX",1610612756,0.675,0.178,0.182,"Suns","Phoenix",240,0.422,0.169
"team",22200444,"NOP",1610612740,0.56,0.083,0.286,"Pelicans","New Orleans",240,0.169,0.422
"team",22200442,"UTA",1610612762,0.633,0.158,0.395,"Jazz","Utah",240,0.07,0.122
"team",22200442,"MIL",1610612749,0.547,0.146,0.163,"Bucks","Milwaukee",240,0.122,0.07
"team",22200443,"OKC",1610612760,0.444,0.094,0.2,"Thunder","Oklahoma City",240,0.337,0.411
"team",22200443,"MEM",1610612763,0.516,0.102,0.22,"Grizzlies","Memphis",240,0.411,0.337
"team",22200439,"SAS",1610612759,0.579,0.143,0.227,"Spurs","San Antonio",240,0.429,0.28
"team",22200439,"MIA",1610612748,0.494,0.167,0.292,"Heat","Miami",240,0.28,0.429
"team",22200438,"WAS",1610612764,0.5,0.141,0.278,"Wizards","Washington",240,0.155,0.302
"team",22200438,"LAC",1610612746,0.482,0.162,0.208,"Clippers","LA",240,0.302,0.155
"team",22200440,"DAL",1610612742,0.463,0.121,0.288,"Mavericks","Dallas",265,0.216,0.234
"team",22200440,"CLE",1610612739,0.494,0.116,0.2,"Cavaliers","Cleveland",265,0.234,0.216
"team",22200441,"POR",1610612757,0.417,0.167,0.509,"Trail Blazers","Portland",240,0.224,0.322
"team",22200441,"HOU",1610612745,0.547,0.144,0.239,"Rockets","Houston",240,0.322,0.224
"team",22200445,"ORL",1610612753,0.416,0.163,0.283,"Magic","Orlando",240,0.221,0.236
"team",22200445,"BOS",1610612738,0.453,0.128,0.132,"Celtics","Boston",240,0.236,0.221
"team",22200451,"WAS",1610612764,0.56,0.086,0.184,"Wizards","Washington",240,0.253,0.239
"team",22200451,"LAL",1610612747,0.516,0.095,0.259,"Lakers","Los Angeles",240,0.239,0.253
"team",22200447,"DET",1610612765,0.644,0.131,0.158,"Pistons","Detroit",240,0.386,0.288
"team",22200447,"BKN",1610612751,0.523,0.089,0.313,"Nets","Brooklyn",240,0.288,0.386
"team",22200448,"TOR",1610612761,0.642,0.174,0.375,"Raptors","Toronto",240,0.232,0.321
"team",22200448,"GSW",1610612744,0.489,0.139,0.397,"Warriors","Golden State",240,0.321,0.232
"team",22200446,"NYK",1610612752,0.506,0.145,0.309,"Knicks","New York",240,0.361,0.256
"team",22200446,"IND",1610612754,0.518,0.163,0.319,"Pacers","Indiana",240,0.256,0.361
"team",22200450,"DEN",1610612743,0.49,0.105,0.218,"Nuggets","Denver",240,0.362,0.24
"team",22200450,"CHA",1610612766,0.516,0.13,0.339,"Hornets","Charlotte",240,0.24,0.362
"team",22200449,"MIN",1610612750,0.614,0.106,0.205,"Timberwolves","Minnesota",240,0.184,0.273
"team",22200449,"CHI",1610612741,0.787,0.126,0.219,"Bulls","Chicago",240,0.273,0.184
"team",22200460,"SAC",1610612758,0.568,0.129,0.306,"Kings","Sacramento",240,0.326,0.242
"team",22200460,"CHA",1610612766,0.537,0.075,0.207,"Hornets","Charlotte",240,0.242,0.326
"team",22200456,"MIN",1610612750,0.533,0.164,0.234,"Timberwolves","Minnesota",240,0.27,0.408
"team",22200456,"DAL",1610612742,0.539,0.108,0.24,"Mavericks","Dallas",240,0.408,0.27
"team",22200458,"POR",1610612757,0.517,0.114,0.333,"Trail Blazers","Portland",240,0.239,0.42
"team",22200458,"OKC",1610612760,0.591,0.161,0.348,"Thunder","Oklahoma City",240,0.42,0.239
"team",22200459,"PHX",1610612756,0.517,0.151,0.28,"Suns","Phoenix",240,0.258,0.195
"team",22200459,"LAL",1610612747,0.602,0.092,0.367,"Lakers","Los Angeles",240,0.195,0.258
"team",22200453,"TOR",1610612761,0.494,0.154,0.163,"Raptors","Toronto",265,0.227,0.338
"team",22200453,"PHI",1610612755,0.483,0.154,0.25,"76ers","Philadelphia",265,0.338,0.227
"team",22200457,"NOP",1610612740,0.636,0.172,0.237,"Pelicans","New Orleans",240,0.242,0.383
"team",22200457,"MIL",1610612749,0.515,0.139,0.35,"Bucks","Milwaukee",240,0.383,0.242
"team",22200452,"UTA",1610612762,0.721,0.229,0.214,"Jazz","Utah",240,0.247,0.371
"team",22200452,"CLE",1610612739,0.441,0.137,0.311,"Cavaliers","Cleveland",240,0.371,0.247
"team",22200455,"SAS",1610612759,0.452,0.107,0.344,"Spurs","San Antonio",240,0.229,0.33
"team",22200455,"HOU",1610612745,0.657,0.187,0.316,"Rockets","Houston",240,0.33,0.229
"team",22200454,"ORL",1610612753,0.574,0.094,0.229,"Magic","Orlando",240,0.263,0.213
"team",22200454,"ATL",1610612737,0.537,0.077,0.308,"Hawks","Atlanta",240,0.213,0.263
"team",22200463,"NYK",1610612752,0.554,0.209,0.128,"Knicks","New York",240,0.368,0.176
"team",22200463,"GSW",1610612744,0.615,0.121,0.409,"Warriors","Golden State",240,0.176,0.368
"team",22200462,"MIA",1610612748,0.637,0.178,0.235,"Heat","Miami",240,0.21,0.329
"team",22200462,"CHI",1610612741,0.562,0.141,0.2,"Bulls","Chicago",240,0.329,0.21
"team",22200464,"WAS",1610612764,0.534,0.145,0.34,"Wizards","Washington",240,0.463,0.213
"team",22200464,"PHX",1610612756,0.544,0.103,0.277,"Suns","Phoenix",240,0.213,0.463
"team",22200465,"MEM",1610612763,0.506,0.163,0.333,"Grizzlies","Memphis",240,0.259,0.281
"team",22200465,"DEN",1610612743,0.475,0.161,0.167,"Nuggets","Denver",240,0.281,0.259
"team",22200461,"UTA",1610612762,0.562,0.143,0.273,"Jazz","Utah",240,0.204,0.333
"team",22200461,"DET",1610612765,0.613,0.118,0.333,"Pistons","Detroit",240,0.333,0.204
"team",22200467,"PHI",1610612755,0.43,0.21,0.302,"76ers","Philadelphia",240,0.237,0.43
"team",22200467,"DET",1610612765,0.5,0.118,0.269,"Pistons","Detroit",240,0.43,0.237
"team",22200466,"MIL",1610612749,0.541,0.102,0.261,"Bucks","Milwaukee",240,0.265,0.329
"team",22200466,"CLE",1610612739,0.548,0.209,0.333,"Cavaliers","Cleveland",240,0.329,0.265
"team",22200470,"GSW",1610612744,0.768,0.146,0.129,"Warriors","Golden State",240,0.301,0.19
"team",22200470,"BKN",1610612751,0.566,0.198,0.267,"Nets","Brooklyn",240,0.19,0.301
"team",22200473,"MIN",1610612750,0.54,0.14,0.238,"Timberwolves","Minnesota",240,0.118,0.36
"team",22200473,"DAL",1610612742,0.541,0.138,0.239,"Mavericks","Dallas",240,0.36,0.118
"team",22200468,"CHI",1610612741,0.505,0.144,0.25,"Bulls","Chicago",240,0.256,0.176
"team",22200468,"ATL",1610612737,0.541,0.111,0.174,"Hawks","Atlanta",240,0.176,0.256
"team",22200472,"ORL",1610612753,0.563,0.164,0.245,"Magic","Orlando",240,0.363,0.193
"team",22200472,"HOU",1610612745,0.511,0.104,0.259,"Rockets","Houston",240,0.193,0.363
"team",22200469,"IND",1610612754,0.45,0.163,0.453,"Pacers","Indiana",240,0.092,0.248
"team",22200469,"BOS",1610612738,0.561,0.135,0.241,"Celtics","Boston",240,0.248,0.092
"team",22200474,"POR",1610612757,0.519,0.186,0.349,"Trail Blazers","Portland",240,0.114,0.325
"team",22200474,"OKC",1610612760,0.582,0.213,0.262,"Thunder","Oklahoma City",240,0.325,0.114
"team",22200475,"SAC",1610612758,0.565,0.14,0.133,"Kings","Sacramento",240,0.295,0.357
"team",22200475,"LAL",1610612747,0.595,0.11,0.294,"Lakers","Los Angeles",240,0.357,0.295
"team",22200476,"LAC",1610612746,0.451,0.138,0.196,"Clippers","LA",240,0.284,0.315
"team",22200476,"CHA",1610612766,0.648,0.239,0.25,"Hornets","Charlotte",240,0.315,0.284
"team",22200471,"TOR",1610612761,0.625,0.185,0.333,"Raptors","Toronto",240,0.234,0.237
"team",22200471,"NYK",1610612752,0.495,0.054,0.396,"Knicks","New York",240,0.237,0.234
"team",22200478,"WAS",1610612764,0.581,0.112,0.2,"Wizards","Washington",240,0.207,0.244
"team",22200478,"UTA",1610612762,0.604,0.113,0.079,"Jazz","Utah",240,0.244,0.207
"team",22200477,"SAS",1610612759,0.555,0.164,0.375,"Spurs","San Antonio",240,0.3,0.297
"team",22200477,"NOP",1610612740,0.528,0.162,0.347,"Pelicans","New Orleans",240,0.297,0.3
"team",22200488,"OKC",1610612760,0.505,0.176,0.309,"Thunder","Oklahoma City",265,0.245,0.426
"team",22200488,"NOP",1610612740,0.525,0.149,0.207,"Pelicans","New Orleans",265,0.426,0.245
"team",22200489,"POR",1610612757,0.642,0.111,0.205,"Trail Blazers","Portland",240,0.299,0.321
"team",22200489,"DEN",1610612743,0.5,0.141,0.302,"Nuggets","Denver",240,0.321,0.299
"team",22200485,"NYK",1610612752,0.559,0.043,0.255,"Knicks","New York",240,0.302,0.194
"team",22200485,"CHI",1610612741,0.593,0.105,0.34,"Bulls","Chicago",240,0.194,0.302
"team",22200491,"WAS",1610612764,0.5,0.131,0.269,"Wizards","Washington",240,0.273,0.417
"team",22200491,"SAC",1610612758,0.614,0.097,0.186,"Kings","Sacramento",240,0.417,0.273
"team",22200490,"PHX",1610612756,0.533,0.119,0.49,"Suns","Phoenix",240,0.299,0.418
"team",22200490,"MEM",1610612763,0.489,0.146,0.333,"Grizzlies","Memphis",240,0.418,0.299
"team",22200492,"LAL",1610612747,0.638,0.15,0.295,"Lakers","Los Angeles",240,0.239,0.191
"team",22200492,"CHA",1610612766,0.625,0.159,0.304,"Hornets","Charlotte",240,0.191,0.239
"team",22200487,"HOU",1610612745,0.55,0.142,0.234,"Rockets","Houston",240,0.346,0.338
"team",22200487,"DAL",1610612742,0.506,0.156,0.289,"Mavericks","Dallas",240,0.338,0.346
"team",22200481,"DET",1610612765,0.598,0.078,0.217,"Pistons","Detroit",240,0.322,0.261
"team",22200481,"ATL",1610612737,0.461,0.13,0.259,"Hawks","Atlanta",240,0.261,0.322
"team",22200483,"MIL",1610612749,0.57,0.122,0.333,"Bucks","Milwaukee",240,0.262,0.14
"team",22200483,"BKN",1610612751,0.494,0.182,0.314,"Nets","Brooklyn",240,0.14,0.262
"team",22200482,"MIN",1610612750,0.505,0.116,0.368,"Timberwolves","Minnesota",240,0.165,0.26
"team",22200482,"BOS",1610612738,0.538,0.164,0.28,"Celtics","Boston",240,0.26,0.165
"team",22200486,"MIA",1610612748,0.608,0.166,0.267,"Heat","Miami",240,0.147,0.169
"team",22200486,"IND",1610612754,0.5,0.102,0.352,"Pacers","Indiana",240,0.169,0.147
"team",22200479,"SAS",1610612759,0.672,0.176,0.325,"Spurs","San Antonio",240,0.186,0.23
"team",22200479,"ORL",1610612753,0.515,0.124,0.291,"Magic","Orlando",240,0.23,0.186
"team",22200484,"TOR",1610612761,0.586,0.153,0.19,"Raptors","Toronto",240,0.214,0.395
"team",22200484,"CLE",1610612739,0.613,0.19,0.295,"Cavaliers","Cleveland",240,0.395,0.214
"team",22200480,"PHI",1610612755,0.593,0.114,0.19,"76ers","Philadelphia",240,0.159,0.284
"team",22200480,"LAC",1610612746,0.602,0.093,0.244,"Clippers","LA",240,0.284,0.159
"team",22200496,"MEM",1610612763,0.571,0.114,0.25,"Grizzlies","Memphis",240,0.319,0.286
"team",22200496,"GSW",1610612744,0.463,0.117,0.241,"Warriors","Golden State",240,0.286,0.319
"team",22200495,"MIL",1610612749,0.7,0.117,0.135,"Bucks","Milwaukee",240,0.321,0.294
"team",22200495,"BOS",1610612738,0.577,0.146,0.267,"Celtics","Boston",240,0.294,0.321
"team",22200494,"LAL",1610612747,0.631,0.116,0.289,"Lakers","Los Angeles",240,0.4,0.298
"team",22200494,"DAL",1610612742,0.544,0.102,0.256,"Mavericks","Dallas",240,0.298,0.4
"team",22200497,"PHX",1610612756,0.548,0.118,0.327,"Suns","Phoenix",265,0.277,0.362
"team",22200497,"DEN",1610612743,0.569,0.13,0.259,"Nuggets","Denver",265,0.362,0.277
"team",22200493,"PHI",1610612755,0.544,0.086,0.367,"76ers","Philadelphia",240,0.377,0.189
"team",22200493,"NYK",1610612752,0.623,0.086,0.167,"Knicks","New York",240,0.189,0.377
"team",22200503,"UTA",1610612762,0.586,0.127,0.233,"Jazz","Utah",240,0.381,0.391
"team",22200503,"SAS",1610612759,0.469,0.11,0.373,"Spurs","San Antonio",240,0.391,0.381
"team",22200500,"MIN",1610612750,0.525,0.098,0.304,"Timberwolves","Minnesota",240,0.177,0.078
"team",22200500,"MIA",1610612748,0.639,0.222,0.25,"Heat","Miami",240,0.078,0.177
